question1,question2,label
ما هي الرسالة الرسمية؟,ماذا نقصد بالرسالة الرسمية؟,1
ما طريقة تحضير التوست بالثوم ؟,من طرق تحضير التوست ؟,0
كيف تكون مساحة الذاكرة في التابلت؟,ما مميزات مساحة ذاكرة التابلت؟,0
كيف احضر أرنب مسلوق؟,من طرق تحضير دجاج مسلوق؟,0
في أي عام بُني تمثال المسيح الفادي؟,متى بني تمثال المسيح الفادي؟,1
ما لغة قارة أوقيانوسيا قبل الإستعمار الأوروبي؟,ما عدد سكان قارة أوقيانوسيا؟,0
لماذا سميت ساسكاتشوان بهذا الاسم؟,من ماذا استمدت ساسكاتشوانا اسمها؟,1
ما طريقة تحضير كيكة البسبوسة بالقشطة  ؟,كيف احضر كيكة البسبوسة بالقشطة ؟,1
من الصحابي الذي استخلفه الرسول على المدينة في غزوة بواط؟,من استخلف النبي في الأمانات عند الهجرة؟,0
ما هي خلطة زيت جوز الهند لتطويل الشعر؟,ما هي طريقة زيت جوز الهند لتطويل الشعر؟,1
ما طريقة تحضير الكب كيك بالفانيلا  ؟,كيف احضر الكب كيك  الفانيلا ؟,1
أين يوجد برج تابي؟,على ماذا يحتوي الون وورلد تريد سنتر؟,0
من طرق تحضير ترايفل الشّوكولاتة البيضاء؟,من طرق تحضير  الشوكولاتة؟,0
ما الشروط الواجب توافرها لإصدار بطاقة الماستر كارد؟,ما هي الماستر كارد؟,0
ما أنواع الصيام؟,ما هي أنواع الصيام؟,1
من هو قائل قصيدة علقتك ناشئاً؟,ما هي  قصيدة علقتك ناشئاً؟,0
إلى ماذا يؤدي عدم تناول كمية البروتين الصناعي اللازمة؟,ما الكمية التي يمنحها البروتين الصناعي للجسم؟,0
ماذا ينتج عن الهجرة ؟,ما هي الهجرة ؟,0
ما طريقة تحضير كيك الشوكولاتة والقهوة ؟,من طرق تحضير كيك الشوكولاتة ؟,0
بم تميز الجيل الثاني للحاسوب؟,كيف تطور الحاسوب؟,0
ما تأثير الهجرة من ناحية اقتصادية ؟,ما هي النتائج الإقتصادية بالنسبة للهجرة ؟,1
ما الحكم الشرعي لصلاة الوتر؟,ما حكم صلاة الضحى؟,0
ما موقع قلعة كرملين؟,ماذا يوجد في القسم الشرقي لروسيا؟,0
ما هي شروط إصدار بطاقة الماستر كارد؟,ما الشروط الواجب توافرها لإصدار بطاقة الماستر كارد؟,1
كيفية كتابة شكوى إدارية؟,خطوات كتابة شكوى ادارية؟,1
كيف يعالج الروماتيزم بالطب البديل؟,ما هي ااعشاب الطبية لعلاج المرض؟,0
ما هي الفطريات الجلدية؟,ما هي الفطريات؟,0
أين توجد صربيا في قارة أوروبا؟,أين توجد سان مارينو في قارة أوروبا؟,0
كم تبلغ نسبة المسلمون في مصر؟,كم نسبة الأجانب الموجودين في مصر؟,0
كيف احضر الكابوريا مع صوص الصويا؟,من طرق تحضير الكابوريا مع صوص الصويا؟,1
أين تقع الدنمارك في قارة أوروبا؟,أين توجد الدنمارك في قارة أوروبا؟,1
ما مراحل صنع الفخار ؟,من خطوات صناعة الفخار ؟,1
أين تقع نيوزلندا؟,ما موقع نيوزلندا الجغرافي؟,1
ما هو تعريف القروض غير المضمونة؟,ما هو القرض غير المضمون ؟,1
أريد طريقة لمسح سجل البحث في جوجل؟,هل يوجد طريقة بسيطة لمسح سجل البحث في جوجل؟,1
ما اسم الشاعر أبو نواس؟,ما هي أشهر قصيدة لأبي نواس؟,0
ما أهمية تحديثات الأندرويد؟,ما هي الهواتف التي تعمل بنظام الأندرويد؟,0
كيف يتم استخدام الصمغ العربي في مجال الطب ؟,ما هو الصمغ العربي ؟,0
من طرق تحضير بقسماط القرشلة ؟,من طرق تحضير بقسماط حلوة؟,0
من طرق تحضير التمر بالمكسرات؟,من طرق تحضير كيكة التمر  ؟,0
ما  معادلة حساب هامش الرّبح؟,كيفيّة حساب هامش الرّبح؟,1
ما هي عاصمة نيو برونزويك؟,ما اسم عاصمة نوفا سكوشا؟,0
ما هو تعريف العملة ؟,ما هي خصائص العملة ؟,0
ما طريقة تحضير كيكة النسكافيه ؟,من طرق تحضير كيكة  ؟,0
ما هي مميزات تطبيق الفايبر؟,كيف أعمل تسجيل خروج من الفايبر؟,0
ما المقصود بالشبكة اللاسلكية؟,ما هي الشبكة السلكية؟,0
ما لغة نيوزلندا الرسمية؟,ما ديانة نيوزلندا الرسمية؟,0
من صاحب قصيدة اضرمت نار الحب؟,ما هي مناسبة قصيدة أضرمت نار الحب؟,0
ما طريقة تحضير الشيش طاووق دون استخدام أسياخ؟,من طرق تحضير الشيش طاووق؟,0
ما هي طريقة تحضير فطيرة اللحم والبطاطا بالكريمة؟,من طرق تحضير اللحم؟,0
ماذا نقصد بالمشروع ؟,ما تعريف المشروع التطوعي ؟,0
ما السر من اندفاع آلاف السياح يومياً لدار الأوبرا؟,ما سبب وجود آلاف السياح يومياً في دار الأوبرا,1
كم عدد السكان في غوانغدونغ؟,كم عدد السكان في تشونغتشينغ؟,0
ما مميزات آلات التصوير الحديثة؟,متى ظهرت أول كاميرا؟,0
ما اسم أهم قطاع في مدغشقر؟,ما عاصمة مدغشقر؟,0
ماهي معادلة  حساب نسبة الرّبح؟,ما  معادلة  حساب نسبة الرّبح؟,1
ما هي عاصمة الكونغو الديمقراطية؟,ما عاصمة كونجو الديمقراطية؟,1
في أي عام أُسس بيت السدو؟,كم يصل ارتفاع أعلى برج من أبراج الكويت؟,0
ما هي مخاطر بطاقات الماستر كارد؟,هل لبطاقات الماستر كارد مخاطر؟,1
ما طريقة تحضير كيكة الزبادي  ؟,من طرق تحضير كيكة الزبادي ؟,1
ما تعريف الخشاف ؟,ما طريقة عمل الخشاف ؟,0
ما عدد سكان مدغشقر؟,ما العدد السكاني في مدغشقر الإجمالي؟,1
في أي عام أصدر نزار قبّاني ديوانه (الرسم بالكلمات)؟,متى صدر ديوان الرسم بالكلمات لنزار قباني؟,1
ما هي الادوية لعلاج الروماتيزم؟,نا هي الادوية لعلاج الحمى؟,0
أين ظهرت مملكة كوش؟,كم دولة يوجد في قارة أريقيا؟,0
من هو الشخص الذي قام بإطلاق مشروع عجائب الدنيا السبع؟,ما سر الرقم سبعة في عجائب الدنيا؟,0
من أخترع الهاتف الخلوي؟,من الذي اخترع الهاتف الخلوي؟,1
ماذا نقصد تفكك الهوية ؟,ما معنى الهوية ؟,0
ما طريقة تحضير كيكة بسكويت الزّبدة ؟,من طرق تحضير كيكة بسكويت الزّبدة؟,1
أين تقع ليبيا؟,ما هي عاصمة ليبيا؟,0
هل للسدر فوائد صحية؟,بماذا يفيدنا السدر؟,1
ما هي المحاسبة ؟,ما هي أهداف المحاسبة؟,0
متى حصل المغرب العربي على استقلاله من القوات الفرنسية؟,ما هي حدود المغرب الشرقية؟,0
ما تعريف المغناطيس ؟,كيف اكتشف المغناطيس ؟,0
من طرق تحضير  كيكة اليويو؟,من طرق تحضير كيكة؟,0
من هو قائل قصيدة نالت على يدها ما لم تنله على يدي؟,من صاحب قصيدة نالت على يدها ما لم تنله على يدي؟,1
كيف احضر تمر بالشوكولاتة ؟,من طرق تحضير تمر بشوكولاتة الجالاكسي؟,1
ما هي عاصمة ألمانيا؟,ما اسم عاصمة ألمانيا؟,1
من اشهر دول صناعة البخور ؟,ما هو البخور ؟,0
ما هي أجمل المدن في المانيا؟,ما هي أحلى مدينة في المانيا؟,1
ما مساحة جزيرة كادافو في جزيرة فيجي؟,كم تبلغ مساحة جزيرة كادافو الجغرافية؟,1
ما تعريف التحليل المالي ؟,ما اهداف التحليل المالي ؟,0
كيف أهتم بحملي؟,ما هي الطرق الصحيحة للاعتناء بالحامل؟,1
أين يوجد تاج محل؟,لماذا سمي تاج محل بهذا الاسم؟,0
متى نشأ الانتاج ؟,ماذا نقصد بالانتاج ؟,0
ما هي أكبر جزيرة في أوروبا؟,ما أكبر جزيرة موجودة في أوروبا؟,1
كم تبلغ مساحة قارة أستراليا؟,أين تقع قارة أوروبا؟,0
أين تقع نيجيريا؟,في أي قارة توجد نيجيريا؟,1
أين توجد آي لندن؟,ما هي آي لندن؟,0
كيف يساعد عصير الليمون في التخلص من النمش؟,كيف أنّ لليمون دور في علاج النمش؟,1
كم مقاطعة يوجد في هايتي؟,ما هي نسبة فقراء جزيرة هايتي؟,0
من طرق تحضير سمك السلمون مع صلصة القيقب؟,",من طرق تحضير السمك؟,",0
ماذا نقصد بفن المدح؟,ما هي أجمل قصائد المدح؟,0
ما هي المساحة الجغرافية لقارة أوروبا؟,ما هو عدد سكان قارة أمريكا الشمالية؟,0
ما هو النمش؟,هل يعد النمش مشكلة جلديّة خطيرة؟,1
بماذا يقوم الجهاز القضائي بالمملكة الأردنية؟,ما النظام الحاكم في الأردن؟,0
ما طريقة تحضير كيك دون بيض وحليب ؟,من طرق تحضير كيك دون بيض وحليب؟,1
لماذا تسمى الخميرة بخميرة الخبّاز؟,ما هي فوائد خميرة البيرة ؟,0
ما تعريف ادارة المبيعات ؟,ماذا نقصد بادارة المبيعات ؟,1
كم عدد سرايا الرسول؟,كم عدد سرايا الرسول صلى الله عليه وسلم؟,1
ما هي خطوات تسهيل الولادة؟,كيف أمر في ولادة اسهل؟,1
ما هي نسبة السكان ذوي الديانات الشعبية؟,ما هي نسبة معتنقي الإسلام في الصين؟,0
كيف يمكن استعمال البقدونس؟,هل نبات البقدونس ثنائي الحول؟,0
كيف احضر كيكة الجزر؟,من طرق تحضير كيكة الجزر؟,1
ما طريقة تحضير الفاصوليا الخضراء بالزيت ؟,من طرق تحضير الفاصوليا الخضراء بالزيت؟,1
ما فوائد الصيام؟,ما فوائد الصوم؟,1
كم عدد سكان سلوفينيا؟,كم يبلغ عدد سكان سلوفاكيا؟,0
كيف احضر كيكة جوز الهند السّريعة؟,من طرق تحضير كيكة جوز الهند السّريعة؟,1
كم عدد التحف الموجودة في متحف بريطانيا؟,ما هدف متحف بريطانيا؟,0
ما طريقة تحضير الشكشوكة على الطّريقة المصريّة  ؟,كيف احضر الشكشوكة على الطّريقة المصريّة ؟,1
كم يبلغ عدد سكتن موناكو؟,كم يبلغ عدد السكان في مولدافيا؟,0
ما طريقة تحضير الجريش الكويتي ؟,كيف احضر الجريش الكويتي؟,1
أين تقع ليبيا؟,ما هو موقع ليبيا؟,1
ما هو موقع ولاية نيوفنلند ولابرادور؟,أين توجد كولومبيا البريطانية؟,0
ما تعريف اليورو؟,ما هي قيمة اليورو؟,0
ما هي اعراض جدري الماء؟,ما هي اعراض الاصابة بالامراض؟,0
ما هي نسبة االصينيون في أستراليا؟,ما نسبة الصينيون الموجودين في أستراليا؟,1
ما طريقة تحضير  الحليب المكثَّف؟,كيف احضر  الحليب المكثَّف؟,1
ما طريقة تحضير مجبوس الفقع ؟,من طرق تحضير الفُقع ؟,0
ما طريقة تحضير الكوسا المحشي ؟,من طرق تحضير الدجاج المحشي؟,0
على ماذا يعتمد اختلاف كمية البروتين المأخوذة؟,لماذا يلجأ لاعب كمال الأجسام للبروتين الصناعي؟,0
ما هي انواع الهجرة ؟,من انواع الهجرة ؟,1
بماذا يتجلى البعد الاقتصادي للمواطنة؟,كيف يكون البعد الاقتصادي للمواطنة؟,1
كم تبلغ مساحة المملكة المتحدة؟,كم تصل المساحة افجمالية للمملكة المتحدة؟,1
ما هي اهم الأسئلة التي يجب طرحها قبل البدأ بدراسة الجدوى؟,ما هي الاسئلة التي يجب طرحها قبل البدأ بدراسة الجدوى؟,1
ما هي عاصمة الأردن؟,ما اسم الأردن الرسمي؟,0
ما مناخ مملكة البحرين؟,ما هو مناخ البحرين العام؟,1
ما هي أهم مكونات زبدة الشيا؟,مم تتكون زبدة الشيا؟,1
ما هي المنشورات الاكادمية ؟,ما المقصود بالمنشورات الاكادمية؟,1
ما موقع البحرين؟,في أي ساحل تقع البحرين؟,1
كم غزوة غزا الرسول صلى الله عليه وسلم؟,ما هي غزوات الرسول؟,0
هل هناك شروط للعمل كمضيفة طيران؟,من هم مضيفات الطيران ؟,0
متى تم افتتاح دار الأوبرا؟,ما عدد الأقسام الموجودة في دار الأوبرا البريطاني؟,0
ما هي حدود الصين البرية؟,ما هي الدول التي تشارك الصين في الحدودج البرية؟,1
من طرق تحضير كانتون صيني؟,من طرق تحضير الدجاج صيني؟,0
كم عدد سكان تيانجين؟,كم عدد السكان في تيانجين؟,1
أين تقع البتراء؟,في أي عام تم اكتشاف مدينة ماتشو بيتشو؟,0
ما المقصود بالوسائل المسموعة في عملية الاتصال؟,ما الفائدة من الاتصالات الحديثة؟,0
ما هي العملة الرسمية لأمريكا؟,ما هي عملة أمريكا؟,1
كم عدد السكان في تشونغتشينغ؟,ما عدد السكان في بكين؟,0
كيف احضر أرنب مسبّك؟,من طرق تحضير أرنب مسلوق؟,0
ما هي النصائح قبل إرسال الرسالة الإداريّة؟,ما هي الرسالة الادارية ؟,0
ما هي أضرار البروتينات؟,كيف أتجنب أضرار البروتينات الصناعية؟,0
ماذا نقصد بالبطاقة مسبقة الدفع ؟,ما مكونات بطاقة مسبقة الدفع؟,0
من مسؤوليّات الرعية للامام ؟,ما المقصود بالرعية ؟,0
ما طريقة تحضير الكب كيك بالشوكولاتة  ؟,من طرق تحضير الكب كيك   ؟,0
من أسباب فشل الكيك؟,من طرق تحضير الكيك؟,0
هل يمكن فتح مشروع بدون راس مال ؟,كيف ابدأ مشروع من دون راس مال؟,0
من هي الدولة الأكبر في قارة أوروبا؟,ما اسم الدولة الأكبر بقارة أوروبا؟,1
ما طريقة تحضير كيكة الكتكات ؟,من طرق تحضير كيكة  ؟,0
من طرق تحضير ورق لسان؟,من طرق تحضير ورق  العنب؟,0
ما هي شروط انشاء جميعة خيرية؟,هل هناك شروط لانشاء جمعية خيرية ؟,1
ماهي الكمية المناسبة من الكافيين للبالغين الأصحاء؟,كم تبلغ نسبة الكافيين المناسبة اليومية للبالغين الأصحاء؟,1
ما هو اسم الديانة الرسمية في الجمهورية الجزائرية؟,هل ساهم الفينيقيون في تأسيس الجزائر؟,0
كيف اصنع المعسل في البيت ؟,كيف احضر المعسل في المنزل ؟,1
ما معنى الاصول المتداولة؟,ما هي اساسيات الاصول ؟,0
ما هي فوائد القهوة للبشرة ؟,ما هي الفوائد الجمالية للقهوة ؟,0
ما طريقة تحضير صلصة الشوكولاتة لتغليف الكيك والفواكه؟,من طرق تحضير صلصة الشوكولاتة لتغليف الكيك والفواكه ؟,1
كم تبلغ مساحة أوكرانيا؟,كم تبلغ المساحة الإجمالية لسويسرا؟,0
كيف احضر حلقوم البرتقال؟,من طرق تحضير  الحلقوم ؟,0
هل هناك اهداف لشركة جوجل ؟,أين تقع شركة جوجل ؟,0
ما هي بطاقة ماستر كارد المسبقة الدفع؟,ما المقصود ببطاقة ماستر كارد المدفوعة مسبقاً؟,1
ما صفات ذوي الاحتياجات الخاصة ؟,ماذا نعني بذوو الاحتياجات الخاصّة؟,0
ما هي أهم النصائح قبل تحديث هاتف أندرويد؟,بماذا يُنصح المستخدم قبل القيام بتحديث جهاز الأندرويد؟,1
كيف احضر حلى موس الشامواه؟,من طرق تحضير موس  ؟,0
ما هو الاسمنت المتصلب؟,ما هو الاسمنت ؟,0
أين تقع سنغافورة؟,أين تقع جمهورية سنغافورة؟,1
ما عدد اللغات التي يدعمها جوجل درايف؟,كم عدد اللغات التي يدعمها جوجل درايف؟,1
كيف أتخلّص من الهالات السوداء بالثلج؟,كيف أستفيد من الثلج للتخلص من الهالات السوداء؟,1
ما وظائف تقنية المعلومات؟,ما مكونات تقنية المعلومات ؟,0
ما هي قصيدة نالت على يدها ما لم تنله على يدي؟,ما مطلع قصيدة نالت على يدها ما لم تنله على يدي؟,0
ما هي مقومات القصيدة الشعرية؟,ما هي القصيدة الشعر,0
كيف احضر ليالي لبنان بالمستكة ؟,ما طريقة تحضير ليالي لبنان ؟,0
ما هي العلاجات الطبيعية للثواليل؟,ما هو العلاج الشعبي للثآليل؟,1
ما أسباب نحافة الوجه؟,ما هي العوامل التي تؤدي إلى نحافة الوجه؟,1
كيف احضر حلى الطبقات؟,من طرق تحضير حلى الطبقات؟,1
بماذا تتميز تكنولوجيا VOIP؟,ما مميزات بتكولوجيا VOIP؟,1
ما هي الديانة الأكثر انتشاراً في موسكو؟,كم متنزه تحتوي مدينة موسكو؟,0
كيف احضر كيكة جلي البرتقال بالكاسترد ؟,من طرق تحضير كيكة  الكاسترد ؟,0
ما اسم أكبر مدينة في روسيا؟,كم عدد السكان المسيحين في روسيا؟,0
من أول من ألّف لائحة تضم فيها الأماكن الخلابة؟,من هو المُلقّب بأبي التاريخ؟,0
ما هي البلد التي تحد الأردن من الشمال؟,ماذا يحد الاردن من الغرب؟,0
ما هو النظام الأردني الحاكم؟,ما هو النظام الحاكم في المملكة الأردنية؟,1
ما هي الفطريات الجلدية؟,ما هي الفطريات التي يصاب بها الجلد؟,1
من قام باكتشاف مدينة البتراء؟,من اسم المؤرخ الذي اكتشف البتراء؟,1
كيف ترطّب القهوة البشرة الجافة؟,كيف أتخلص من جفاف بشرتي بالقهوة؟,1
ما اسم عاصمة مدغشقر الرسمية؟,ما هي الديانة المنتشرة بكثرة في مدغشقر؟,0
ماذا نقصد بحقوق الملكية؟,ما معنى حقوق الملكية؟,1
ما هي القناة الفاصلة بين قارتي آسيا وأفريقيا؟,كم تبلغ مساحة قارة آسيا؟,0
ما المقصود بالمعلومات ؟,ما هو اشتقاق كلمة معلومات؟,0
هل يفطر من يخاف على نفسه الهلاك في رمضان؟,ما حكم ترك الصلاة بسبب الإرهاق الشديد؟,0
ما هي اعراض الجدري؟,ما هي اعراض الاصابة بالامراض؟,0
ما طريقة تحضير عجينة بيتزا مزخرفة ؟,من طرق تحضير عجينة بيتزا مزخرفة؟,1
من الأخطاء التي يجب تجنبها في مقابلة العمل؟,ما هي مقابلة العمل ؟,0
ما طريقة تحضير  تشيز كيك بالقهوة؟,كيف احضر تشيز كيك بالقهوة؟,1
كيف أعمل ماسك القرفة والعسل لوجهي؟,كيف أصنع ماسك القرفة والعسل لوجهي؟,1
لماذا سميت مدينة وهران بهذا الاسم؟,أين توجد مدينة وهران؟,0
لماذا نصاب بالأكزيما؟,لماذا نصاب بالشرى؟,0
ما طريقة تحضير شوربة الذرة ؟,من طرق تحضير شوربة  ؟,0
كيف يؤثر الإجهاد على نقاء بشرتي؟,كيف أحدد نوع بشرتي؟,0
إلى كم نسمة يصل عدد سكان أمريكا؟,ما هو المناخ السائد في أمريكا؟,0
ما هو تاريخ الشعر؟,ما معنى الشعر؟,0
ما هي أصغر دولة عربية مساحةً؟,أين تقع البحرين؟,0
ماذا نقصد بالباستا فلورا؟,ما هو بالباستا فلورا؟,1
ما تعريف الرأسماليّة التجارية؟,ماذا نقصد بالرأسماليّة؟,0
ما هي المهام الاشرافية لمدير شؤون الموظفين؟,من هو مدير شؤون الموظفين ؟,0
من طرق تحضير نودلز صيني بالخضار؟,من طرق تحضير الخضار؟,0
ما الفائدة التي تقدمها تقنية المعلومات في مجال التعليم؟,ماذا نقصد بتقنية المعلومات؟,0
ما هي نظرة الاسلام للسلام ؟,ما هو السلام ؟,0
ما طريقة تحضير الدجاج الصيني بالخضار؟,كيف احضر الدجاج الصيني بالخضار؟,1
كيف اصنع رب البندورة؟,من طرق صنع رب البندورة؟,1
وسائل تساعد على تطوير العمل التطوعي؟,هل من الممكن تطوير العمل التطوعي ؟,1
أين ومتى أصدرت كاميرات المنظار؟,ما هي كاميرات المنظار؟,0
ماذا نقصد بالعجز؟,ما تعريف العجز؟,1
ما هي اعراض التهاب الكبد الوبائي سي؟,ما هي اعراض فيروس سي؟,1
ما هي أشهر قصيدة سياسية لنزار قبّاني؟,ما أشهر قصيدة سياسية لنزار قباني؟,1
ما هي الديانة الرسمية في نيوزلندا؟,ما اسم الديانة النيوزلندية الرسمية؟,1
ماذا نقصد بالاصول الثابتة ؟,ما هي الاصول الثابتة ؟,1
من قام باكتشاف قارة وروبا؟,من هي ثالث أكبر القارات مساحةً؟,0
ما مناخ المغرب العربي؟,ما هو مناخ المغرب العربي السائد؟,1
ما هو أكبر الأسواق في بريطانيا؟,ما مساحة سوق هاردونز؟,0
ما اهمية الحكاية؟,ما اهمية القصة؟,0
ماذا يحد البرتغال من الجهة الغربية والجنوبية؟,ما هو موقع البرتغال؟,0
ما هي الغزوات التي غزاها الرسول؟,ما أسماء الغزوات التي غزاها الرسو صلى الله عليه وسلم؟,1
كم عدد سكان أستراليا التقديري؟,ما الديانة الرسمية في أستراليا؟,0
كيف احضر سويسرول بحشوة الشوكولاتة؟,من طرق تحضير سويسرول ؟,0
ما هو التوكسوبلازموسيس؟,ما هي التوكسوبلازما؟,1
ما هي الرأسماليّة التجارية؟,ما تعريف الرأسماليّة التجارية؟,1
ما طريقة تحضير كيكة الشوكولاتة الصيامي ؟,من طرق تحضير كيكة الشوكولاتة  ؟,0
أين تقع جيبوتي؟,أين توجد جيبوتي؟,1
ما الذي يميّز نظام الاندرويد؟,بماذا يتميّز نظام الأندرويد؟,1
ما طريقة تحضير كيكة التمر بالعسل ؟,من طرق تحضير كيكة التمر بالعسل؟,1
كيف اصنع القطر مع نكهات؟,ما طريقة تحضير القطر مع المستكة ؟,0
لماذا تحتاج الحامل الحديد؟,لماذا الحديد مهم للمرأة الحامل؟,1
من هو مؤسس المملكة العربية السعودية؟,ما هي الأسرة المؤسسة للسعودية؟,0
ما عاصمة الرأس الأخضر؟,ما اسم عاصمة الرأس الأخضر؟,1
ما هي عاصمة جمهورية آيسلندا؟,ما هي العاصمة الآيسلندية؟,1
كيف احضر كيك بالفواكه؟,من طرق تحضير  كيك بالفواكه؟,1
ما هي الحرية الموجبة؟,ما تعريف الحرية الموجبة ؟,1
من أين أحصل على فيتامين د؟,هل فيتامين د متواجد في الطعام؟,1
"كيف أمارس تمرين الضغط بذراعين متباعدتين؟""",كيف أقوي عضلات الصدر؟,0
ما هي حلوى الترك؟,من طرق تحضير  حلوى الترك؟,0
كم تبلغ مساحة النرويج؟,كم يصل إجمالي مساحة الجبل الأسود؟,0
كيف احضر خلية النحل بالشوكولاتة؟,من طرق تحضير  الشوكولاتة؟,0
ما تعريف الضيافة الجوية ؟,ما هي الضيافة ؟,0
ما هي صفات مدير شؤون الموظفين ؟,من هو مدير شؤون الموظفين ؟,0
ما طريقة تحضير كيك اللّوز بالهيل والبرتقال ؟,كيف احضر كيك اللّوز بالهيل والبرتقال؟,1
ما نتائج انعدام الكفاية الاقتصادية على المواطن؟,ما تعريف الاقتصاد؟,0
ما هي الأسباب التي تسبب الكحة؟,ما هي اسباب السعال؟,1
ما هي الصفات المميزة في النظام المحاسبي ؟,ماذا نقصد بالنظام المحاسبي ؟,0
من طرق تحضير التوست بالثوم؟,من طرق تحضير التوست ؟,0
الى ماذا يهدف الاستثمار ؟,ما هو الاستثمار ؟,0
ما طريقة تحضير كيكة الكوكيز ؟,من طرق تحضير  الكوكيز؟,0
ما هي فوائد البيض للوجه؟,ما هي فوائد البيض للبشرة؟,1
اين ظهرت الشيوعية؟,في اي دولة ظهرت الشيوعية ؟,1
ما هو السعال؟,لماذا نسعل؟,0
ما تأثير القهوة على الرجال تحت سن 55 عاماً؟,ما تأثير القهوة على النساء؟,0
كيف احضر حلى الأناناس؟,من طرق تحضير جلو الأناناس؟,0
ما هي نسبة الأشخاص المسيحيون في الأردن؟,ما سبب تسمية البحر الميت؟,0
ما هي المراسلات الرسمية الخارجية؟,ماذا نعني بالمراسلات الرسمية الخارجية؟,1
ما أسباب ضعف الشخصية؟,ما الأسباب التي تضعف الشخصية؟,1
أين تقع أوكرانيا في قارة أووبا؟,أين توجد سويسرا في قارة أوروبا؟,0
ما هي مضاعفات البهاق؟,ماذا يفعل ابهاق؟,1
كيف احضر القشطة بالخل؟,من طرق تحضير القشطة بالخل؟,1
ما طريقة تحضير موالح بالزعتر والجبنة ؟,من طرق تحضير معجنات بالزعتر والجبنة؟,0
متى تم بناء متحف الأرميتاج؟,متى تم تشييد متحف الأرميتاج؟,1
ما هي خطوات تسهيل الولادة؟,ماذا افعل لتسهيل الولادة؟,1
كيف نتخلص من النمش نهائياً؟,ما الحل مع النمش؟,1
من هو قائل قصيدة أضحى فؤادك يا وليد عميدا؟,من صاحب  قصيدة أضحى فؤادك يا وليد عميدا؟,1
ما طريقة تحضير  حلى قهوة موس الشوكولاتة؟,من طرق تحضير حلى قهوة موس الشوكولاتة؟,1
ما هي فوائد خلطة الحليب لتبييض الوجه؟,ما هي فوائد الحليب؟,0
هل للقهوة دور في التخفيف من الالتهابات الجلدية؟,هل تعالج القهوة التهابات الجلد؟,1
من طرق تحضير صينية الحلبة بالمطيبات؟,من طرق تحضير مشروب الحلبة؟,0
ما عدد ركعات صلاة الاستخارة؟,كم ركعة صلاة الاستخارة؟,1
ما هي نظرة الاسلام للعمل ؟,هل هناك اهمية للعمل في الاسلام؟,1
ما طريقة تحضير الكبد والقوانص بالخضار ؟,كيف احضر الكبد والقوانص بالخضار؟,1
ما حكم صيام يوم الجمعة؟,ما حكم صيام الجمعة؟,1
من اسباب الهجرة ؟,ما هي الهجرة ؟,0
ما هي طريقة تحضير الكفتة باللحم المفروم؟,من طرق تحضير اللحم المفروم؟,0
ما هي طريقة تحضير  حلى الزبادي بالنسكافيه والكريما؟,كيفية تحضير حلى الزبادي بالنسكافيه والكريم كراميل؟,0
ماذا يأكل أبو ذنيبة؟,على ماذا يقتات أبو ذنيبة؟,1
ما هي أبسط طريقة لعمل حمام بخار للوجه؟,كيف اعمل حمام بخار لوجهي بخوات بسيطة؟,1
هل يعتبر التواضع صفة مميزة للشخصية القوية؟,ما هو التواضع؟,0
من طرق تحضير الترايفل بالبسكويت والكاسترد؟,من طرق تحضير الكاسترد؟,0
ما موقع قارة أستراليا؟,أين توجد قارة أستراليا؟,1
لماذا يختلف سعر التابلت من جهاز لآخر؟,على أي أساس تختلف أسعار التابلت؟,1
ما هو سبب تسمية غزوة بني سليم بالسويق؟,لما ذا سميت غزوة بدر بالكبرى؟,0
متى نشأت هيئة الأمم المُتّحدة ؟,ما هي الدولة المتحدة ؟,0
لماذا تعد الميرمية مفيدة صحياً؟,هل هناك فوائد صحية للميرمية؟,1
من طرق تحضير كيكة الشوكولاتة والموز؟,من طرق تحضير طريقة كيكة الموز؟,0
ما حكم الاغتسال من الجنابة؟,ما هو الحكم الشرعي للاغتسال من الجنابة؟,1
كم تبلغ مساحة بلجيكيا الجغرافية؟,كم تصل المساحة الجغرافية لبلجيكيا؟,1
من هي القارة التي تحتل ثالث أكبر عدد من الكثافة السكانية؟,من هي القارة الحاصلة على المرتبة الثالثة بالكثافة السكانية؟,1
ما هي فوائد الحليب لتفتيح الوجه؟,كيف يبيض الحليب البشرة؟,1
كم نوع يوجد للبروتينات الصناعية؟,ما هي أضرار البروتينات؟,0
كم يصل عدد السكان في سويسرا؟,كم يبلغ عدد سكان سويسرا؟,1
ما اسباب الصفار؟,ما اسباب حدوق اليرقان؟,1
كيف اصنع المعسل في البيت ؟,ما كيفية تحضير المعسل ؟,1
من طرق تحضيرعرايس لحمة؟,",من طرق تحضير اللحمة؟",0
ما هي الآثار الجانبية لمكملات فيتامين د ؟,ما هي مضاعفات نقص فيتامين د؟,0
ما أهمية قصائد المعلقات؟,بم تميز شعر المعلقات؟,1
ما سبب سهولة التنقل بين قارة آسيا وقارة أوقيانوسيا قديماً؟,ما الديانات الموجودة في قارة أوقيانوسيا؟,0
ماذا يوجد في المتحف القومي في كوالالمبور؟,أين توجد تماثيل الشخصيات البارزة لكوالالمبور؟,0
ما فضل صلاة الوتر؟,ما فضل صلاة الضحى؟,0
ما هي عاصمة نوفا سكوشا؟,ما اسم عاصمة نوفا سكوشا؟,1
